Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Predicted Rating
Ek Hi Raasta,1939.0,149.0,Unknown,,,Mehboob Khan,Arun,Sheikh Mukhtar,Sushila,6.7269999999999985
Ek Ka Jawab Do,1995.0,134.0,Action,,,Lalit Kohli,Sadashiv Amrapurkar,Gulshan Grover,Madan Jain,4.8055083333333295
Ek Kahani Julie Ki,2016.0,119.0,Drama,,,Aziz Zee,Jimmy Sharma,Adi Irani,Rajesh Khera,6.450966666666663
Ek Kahar,2004.0,134.0,Action,,,Sathyaraj,Soundarya,Srividya,Unknown,6.105238095238092
Ek Kali Jo Khil Na Paai,1985.0,134.0,Drama,,,Raj Kiran,Roma Manik,Mehmood,Suresh Oberoi,6.196289285714287
Ek Kassh,2018.0,52.0,"Drama, Sci-Fi",,,Anugrah Agnihotri,Anugrah Agnihotri,Bhushan Chhabra,Vijender Gotshe,4.915999999999999
Ek Ke Upar Do,2018.0,120.0,"Comedy, Romance",,,S.R. Pratap,Sheetal Kale,Girjesh Patel,Ashish Drall,5.264133333333333
Ek Koshish,1997.0,134.0,Documentary,,,Kireet Khurana,Harsh Doshi,Unknown,Unknown,5.775999999999998
Ek Kunwara Teen Kunwari,2002.0,134.0,Comedy,,,Ishrat Ali,Laxmikant Berde,Ramesh Goyal,Bindu Kamat,4.510949999999999
Ek Ladki,2004.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,6.015333333333336
Ek Ladki Badnaam Si,1974.0,134.0,Romance,,,Desh Gautam,Danny Denzongpa,Randhawa,Mahendra Sandhu,6.0988595238095265
Ek Ladki Saat Ladke,1961.0,134.0,Drama,,,Roop K. Shorey,Ameena,Ravindra Kapoor,Durga Khote,5.894457142857138
Ek Lootera,2005.0,134.0,Action,,,Bhanuchander,Ramya Krishnan,Thriller Manju,Unknown,4.933971428571432
Ek Main Ek Tum,2005.0,134.0,Romance,,,Rana Jung Bahadur,Kiran Bhatia,Chahat Khanna,Monalisa,4.504797619047618
Ek Masoom,1969.0,134.0,Drama,,,Khalid Akhtar,Tanuja,Salim Aziz Durrani,Jagdeep,5.871701190476187
Ek Misaal,1986.0,134.0,Drama,,,Rajesh Varma,Kiran Juneja,Kanwaljit Singh,Unknown,5.389416666666669
Ek Mousam Chota Sa,1973.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.159616666666662
Ek Musafir,1987.0,134.0,Drama,,,Kavi Raz,Barbara Heels,Rajesh Panday,Kavi Raz,5.388850000000003
Ek Na Mard,2004.0,79.0,Thriller,,,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu,4.553999999999999
Ek Naav Kinare Do,1973.0,134.0,Unknown,,,B.R. Ishara,Yogesh Chhabra,Manher Desai,Heena Kausar,6.624416666666667
Ek Nadan Ladki,1991.0,134.0,Thriller,,,P K Krishnan,Jayalalitha,Jaya Rekha,Sathaar,5.2799999999999985
Ek Nao Do Kinare,1973.0,134.0,Unknown,,,B.R. Ishara,Manher Desai,Anand Narula,Rakesh Pandey,6.588333333333331
Ek Nari Do Roop,2000.0,134.0,Thriller,,,Rajesh Mittal,Sheetal Bedi,Birbal,Ramesh Goyal,4.704142857142856
Ek Nashebaaz,2021.0,134.0,Drama,,,Gabriel Vats,Govind Namdeo,Gabriel Vats,Vijay Vikram Singh,5.520940476190479
Ek Naya Aalingan,2004.0,134.0,Thriller,,,Sindhu,Uma Vasu,Unknown,Unknown,5.957666666666667
Ek Nazar,1951.0,112.0,"Drama, Romance",,,O.P. Dutta,Karan Dewan,Nalini Jaywant,Rehman,7.090400000000008
Ek Pal Masti Ka,2001.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,4.4860000000000015
Ek Pal Pyar Ka,2005.0,134.0,Drama,,,Sanjiv Kolte,Dipak Alegaokar,Ashwini Ekbote,Kajal Mishra,5.050828571428567
Ek Pal: The Unforgettable Moment,2006.0,134.0,Romance,,,Vishwa Naidu,Satish Rai,Vijay Jogia,Chandi Perera,4.613992857142858
Ek Pyaar Aisa Bhi,2008.0,134.0,Romance,,,Kiran Kumar,Raza Murad,Kiran Rathore,Sanjeevani,4.323566666666666
Ek Pyaar Ka Nagma Hai,1997.0,134.0,"Drama, Romance",,,Dharmendra Shekhar Ojha,Unknown,Unknown,Unknown,5.597
Ek Raat,1942.0,134.0,Drama,,,W.Z. Ahmed,Prithviraj Kapoor,K.N. Singh,Unknown,6.106916666666669
Ek Raat,2017.0,156.0,Drama,,,Ali Khan,Nitra Shomy,Unknown,Unknown,5.172000000000002
Ek Raat Mere Saath,2000.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,4.619000000000002
Ek Raat Saath Saath,2000.0,134.0,Thriller,,,Shakila,Unknown,Unknown,Unknown,4.554000000000002
Ek Raaz Mere Dil Mein Hai,2003.0,113.0,Mystery,,,Surinder,Rana Jung Bahadur,Sanjeevani Gupta,Dinesh Hingoo,5.018166666666671
Ek Raj,1963.0,134.0,Unknown,,,Kishore Kumar,Unknown,Unknown,Unknown,6.013749999999998
Ek Roti Aur,2005.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,5.757316666666667
Ek Saal Pehle,1965.0,134.0,"Drama, Family, Mystery",,,Dharam Kumar,Sujit Kumar,Sayeeda Khan,K.N. Singh,6.515029761904763
Ek Saas Zindagi,1991.0,134.0,Unknown,,,Basu Bhattacharya,Deepali Benarji,Rajan Haksar,Ashok Sen,5.622750000000001
Ek Suhag Raat,2003.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,6.123833333333335
Ek Surat Do Dil,1968.0,134.0,Romance,,,Gohar,K. Narayan Kale,Unknown,Unknown,5.976999999999993
Ek Swaal Munni Ka,1984.0,120.0,Unknown,,,Balwant Dullat,Sagar Arya,Arya Sulbha,Suchita Trivedi,5.945
Ek Teri Nishani,1949.0,134.0,Unknown,,,Cuckoo,I.S. Johar,Trilok Kapoor,Om Prakash,6.6958833333333345
Ek Tha Alibaba,1963.0,134.0,Action,,,Harbans Singh,Helen,Hiralal,Maruti,5.991583333333332
Ek Tha Dil Ek Thi Dhadkhan,1998.0,134.0,Romance,,,Shahrukh Sultan,Biswajit Chatterjee,Arbaaz Ali Khan,Isha Koppikar,5.863223809523816
Ek Tha Raja,1951.0,134.0,History,,,K. Ramnoth,Anjali Devi,Pandharibai,Unknown,5.823326984126989
Ek Thi Goonja,1994.0,134.0,Drama,,,Bappa Ray,Nandita Das,Unknown,Unknown,6.118749999999999
Ek Thi Maa,2009.0,81.0,Drama,,,Melwyn Williams,Kamlesh Gill,Alka Mogha,Unknown,6.293333333333337
Ek Vaasna,1999.0,134.0,Thriller,,,Kanti Shah,Unknown,Unknown,Unknown,4.830000000000004
Ek Vardaan Nagina,2005.0,134.0,Fantasy,,,Sai Kiran,Prabhakar,Prema,M. Mallikarjuna Rao,4.0711714285714296
Ek Villain Returns,2022.0,134.0,"Action, Thriller",,,Mohit Suri,Disha Patani,John Abraham,Arjun Kapoor,5.879650000000002
Ek Zakhm: The Blast,2007.0,134.0,Action,,,Suhail Azmi,Sanjay Batra,Pankaj Berry,Manoj Joshi,4.561392857142858
Ek Zindgi Arman Bhari,1984.0,134.0,Romance,,,P.N. Ghoshal,Vijay Arora,Beena Banerjee,Ravi Kaushal,6.360827272727272
Ekadashi,1955.0,134.0,Fantasy,,,Gunjal,Trilok Kapoor,Mala Sinha,Jeevan,7.139549999999999
Elephant Queen,1961.0,134.0,Action,,,Shakeela Banoo,Helen,Azaad Irani,Mohan Sherry,5.950833333333334
Elevator: a deadly lift experience,2019.0,97.0,Thriller,,,Shammi Chhabra,Unknown,Unknown,Unknown,6.10713333333333
Encountered on Saffron Agenda?,2009.0,90.0,Documentary,,,Shubhradeep Chakravorty,Unknown,Unknown,Unknown,7.337999999999993
End Counter,2019.0,138.0,Action,,,Alok Shrivastav,Mrinmai Kolwalkar,Prashant Narayanan,Abhimanyu Singh,6.496933333333335
Enjoy Youth Party,2016.0,134.0,Musical,,,Mukesh Kumar,Karan Veer,Unknown,Unknown,5.342
Enough Is Enough,2019.0,134.0,Action,,,Sharat Saxena,Kiran Kumar,Unknown,Unknown,6.046333333333333
Escape to Victory: The Making of Malhar,2006.0,50.0,"Documentary, Reality-TV",,,Rahoul Daswani,Savio Alfonso,Arzan Antia,Rahoul Daswani,6.242000000000001
Etawah Safari,1997.0,130.0,Thriller,,,S.S. Raja,Gaurav Kumar Agrahari,Vinit Yadav,Ali Khan,5.0429999999999975
Ever Ready,1946.0,134.0,Unknown,,,Pepo Oliva,Sharda,Unknown,Unknown,6.172666666666671
Everything Is Cinema,2021.0,70.0,Drama,,,Don Palathara,Sherin Catherine,Don Palathara,Unknown,6.033999999999997
Evil Dead is Back,2021.0,120.0,Horror,,,Tariq Bhat,Sultan Ansari,Ajay Bafna,Nataliya Kozhenova,5.502816666666665
Exotic Bride,2017.0,134.0,Drama,,,Mansi Dovhal,Amit Bhaskar,Prem Chopra,Mansi Dovhal,4.876916666666666
Extra Girl,1947.0,134.0,Mystery,,,K.L. Kahan,Raj Rani,Ananth Prabhu,Gulzar,6.614900000000003
Eye for an Eye,1997.0,120.0,Documentary,,,Svati Chakravarty Bhatkal,Taylor,Unknown,Unknown,6.457999999999999
Eyes of Stone,1990.0,94.0,Documentary,,,Nilita Vachani,Unknown,Unknown,Unknown,7.7870000000000035
Faactory,2020.0,134.0,"Romance, Thriller",,,Faisal Khan,Rajkumar Kanojia,Faisal Khan,Ribbhu Mehra,6.7608333333333315
Faasle,2020.0,145.0,Drama,,,Vivek Anchalia,V.M. Badola,Varun Badola,Unknown,4.93325
Fair in Love,2019.0,110.0,Drama,,,A.K. Mishra,Feroz Khan,Kanupriya Sharma,Ashwin Dhar,5.333333333333331
Faisla,1965.0,109.0,"Action, Crime, Drama",,,Jugal Kishore,Sheikh Mukhtar,Vijayalaxmi,Jugal Kishore,4.994000000000004
Faisla,1947.0,134.0,Unknown,,,Apurba Kumar Mitra,Kanan Devi,Unknown,Unknown,5.631416666666672
Faisla,2005.0,110.0,Drama,,,Somnath Sen,Rati Agnihotri,Chittaranjan Giri,Indira Krishnan,5.668666666666668
Fakhre Islam,1937.0,134.0,Unknown,,,Nanubhai Vakil,Patience Cooper,Indu,Khatun,5.5762333333333345
Fakiron Ki Basti,1962.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,5.928666666666662
Fakkad,2013.0,145.0,"Comedy, Drama, Family",,,Dinesh Chaudhary,Monu Dhankad,Kavita Joshi,Rajender Kashyap,5.0840000000000005
Family First,1997.0,134.0,Drama,,,Shiv Kumar Pathak,Imran A. Khan,Suraj Choudhary,Rajiv Ayachi,5.157533333333331
Fankdo Fituri,1939.0,134.0,Unknown,,,Homi Master,Unknown,Unknown,Unknown,3.987566666666672
Faqeer Badshah,1987.0,134.0,Action,,,Subhash,Danny Denzongpa,Roma Manik,Deepika Chikhalia,5.0029047619047615
Faraar,1995.0,134.0,Action,,,Sunil Agnihotri,Shilpa Shirodkar,Avinash Wadhawan,Unknown,6.811449999999992
Faraar,1955.0,134.0,Action,,,Phani Majumdar,Dev Anand,Geeta Bali,Unknown,5.772400000000004
Farar Qaidi,1989.0,134.0,Action,,,Kodanda Rami Reddy A.,Chiranjeevi,Jaya Prada,Sumalatha,4.711349999999998
Farari,1988.0,134.0,Drama,,,Ashok Bhimjeemani,Bindu,Mala Jaggi,Praveen Paul,5.662716666666667
Fareb,1953.0,134.0,Drama,,,Ismat Chughtai,Shaheed Latif,Amar,Maya Dass,7.089999999999999
Fareb,1968.0,131.0,"Action, Crime, Mystery",,,Jugal Kishore,Nisar Ahmad Ansari,Bela Bose,Faryal,6.0039166666666635
Fareb,1983.0,134.0,Unknown,,,Tej Sapru,Unknown,Unknown,Unknown,5.524
Farebi Duniya,1935.0,134.0,Unknown,,,Jagatrai Pesumal Advani,Sardar Akhtar,Zebunissa,Unknown,5.567533333333337
Farebi Jaal,1931.0,134.0,Unknown,,,Mohan Dayaram Bhavnani,Jal Khambatta,Durga Khote,Sushila,5.182940476190474
Farishta,1984.0,130.0,Drama,,,Sunil Sikand,Ashok Kumar,Kanwaljit Singh,Smita Patil,6.884000000000006
Farishta Aur Bhagwan,1988.0,134.0,Drama,,,Bhanupriya,Nassar,Unknown,Unknown,5.8247
Farishthy,1997.0,134.0,Action,,,Karthik,Nagma,Unknown,Unknown,6.069333333333334
Fariyaad,1942.0,134.0,Unknown,,,Jayant Desai,Mubarak,Unknown,Unknown,4.71733333333333
Fariyad,1964.0,134.0,Family,,,Kidar Nath Sharma,Ashok,Ashok Sharma,Zeb Rehman,6.4011428571428555
Farmaish,1953.0,134.0,Drama,,,Bharat Bhushan,Chandrashekhar,Kuldip Kaur,Pran,6.924999999999998
Farmers in High Tech World,2005.0,49.0,Documentary,,,Vishaal Nityanand,Unknown,Unknown,Unknown,6.6679999999999975
Farz,1947.0,134.0,Unknown,,,Agha,Ragni,Unknown,Unknown,6.102416666666673
Farz Aur Khoon,1978.0,134.0,Action,,,Bharati Devi,Shivaji Ganesan,Unknown,Unknown,4.893999999999998
Farz Aur Pyar,1981.0,134.0,Action,,,Sudharshan Sharma,Satish Arora,Rita Anchan,Umendra,5.244666666666671
Farz Ki Keemat,1983.0,134.0,Action,,,Sudhir Wahi,Bhavana Bhatt,Bindu,Kalpana Iyer,4.092028571428576
Farz Ki Pukaar,1999.0,134.0,Action,,,Rajan P. Dev,Suresh Gopi,Vijayaraghavan,Unknown,5.187333333333336
Farzande Hind,1934.0,134.0,Unknown,,,Ezra Mir,Noor Mohammad Charlie,Unknown,Unknown,5.07075
Farze Ada,1936.0,134.0,Unknown,,,Shahzadi,Unknown,Unknown,Unknown,4.4099666666666675
Fashion,1943.0,134.0,Unknown,,,S.F. Hasnain,Bhudo Advani,Sardar Akhtar,Sabita Devi,6.040958730158732
Fashion Show,2000.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,4.619000000000002
Fashionable India,1935.0,169.0,Unknown,,,Mohan Sinha,Pushpa,R.D. Shukla,Jeevan,6.854333333333333
Fashionable Wife,1938.0,134.0,Drama,,,Dhirubhai Desai,Anil Kumar,Suvarna,S. Nazir,5.714666666666667
Faslah,1974.0,134.0,"Crime, Drama, Romance",,,Khwaja Ahmad Abbas,Raman Khanna,Shabana Azmi,Nadira,6.608561201298701
Fateacher,1997.0,134.0,"Crime, Drama",,,Anil Naryani,Gaurav Sharma,Vinod Chandel,Sanjay Malviya,4.7036
Fateh singh,1997.0,134.0,Action,,,Rajkumar Santoshi,Sammy Jonas Heaney,Sunny Deol,Rahul Dev,7.378161111111117
Father: Tale of Love,2016.0,134.0,Drama,,,Narendra Jha,Komal Thacker,Paresh Mehta,Raj Sharma,5.317816666666663
Fatima,2021.0,134.0,Documentary,,,Sourabh Kanti Datta,Unknown,Unknown,Unknown,6.429749999999998
Fattack,2014.0,134.0,"Comedy, Drama",,,Yazad Anklesaria,Namit Das,Diganth,Sidhaant Kapoor,4.380083333333337
Fauj,1994.0,134.0,Action,,,Ashok Gaekwad,Tinnu Anand,Sudesh Berry,Sanjeev Dabholkar,4.562426118326116
Fauja,2021.0,134.0,Biography,,,Omung Kumar,Unknown,Unknown,Unknown,7.998349999999991
Fauji,1976.0,134.0,Action,,,Joginder Shelly,Vikram Makandar,Romesh Sharma,Nazneen,6.224166666666667
Fauladi Mukka,1936.0,134.0,Unknown,,,Husn Banu,Unknown,Unknown,Unknown,4.4099666666666675
Fauladi Mukka,1965.0,134.0,Action,,,S. Azim,Birju,Indira,Azaad Irani,5.702333333333334
Fauladi No.1,2001.0,134.0,Drama,,,Sandeep Kumar,Unknown,Unknown,Unknown,5.644666666666662
Fauladi Takkar,1985.0,134.0,Action,,,B.J. Patel,Vishal Deep,Jayendra,Varsha Sharma,5.804649999999999
Fauladi Taqdeer,1992.0,134.0,Action,,,Unknown,Unknown,Unknown,Unknown,6.609333333333336
Fazeeta,2019.0,108.0,"Comedy, Drama, Family",,,Monu Dhankad,Kavita Joshi,Uttar Kumar,Unknown,5.348066666666666
Feraa,2021.0,134.0,Drama,,,Rahul Manohar Chaudhari,Unknown,Unknown,Unknown,5.355416666666671
Ferrous,1997.0,140.0,Crime,,,Shaurya Singh,Vijay Raaz,Bikramjeet Kanwarpal,Zakir Hussain,5.49825
Fifty Fifty,1956.0,134.0,"Drama, Family",,,Roshan Lal Malhotra,M. Rajan,Nalini Jaywant,Gope,6.726499999999999
Fighter,2022.0,134.0,"Action, Thriller",,,Siddharth Anand,Deepika Padukone,Hrithik Roshan,Birol Tarkan Yildiz,5.776150000000001
Fighter,2022.0,134.0,"Action, Drama, Thriller",,,Gayatri,Pushkar,Hrithik Roshan,Unknown,4.552566666666665
Fighter Sheela,1972.0,134.0,Action,,,Krishna Ghattamaneni,Unknown,Unknown,Unknown,4.973799999999996
Fighting Queen,1956.0,134.0,Action,,,Nari Ghadiali,John Cawas,Fearless Nadia,Habib,5.822083333333341
File Number 666,1997.0,134.0,"Action, Fantasy, Horror",,,C. Franklin,Unknown,Unknown,Unknown,5.761000000000001
Filmi Duniya Filmi Log,1976.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,5.964333333333328
Filmi Raasleela,2020.0,126.0,Romance,,,Shiraz Henry,Gunjann Aras,Aslam Aziz,Rahim Bhai,4.0290833333333325
Final Decision,1997.0,134.0,Drama,,,Suryakant Tyagi,Unknown,Unknown,Unknown,6.287299999999999
Firautibaaz,2018.0,134.0,Thriller,,,Abhinav Nirala,Kumud Mishra,Kajal Chauhan,Gulshan Pandey,4.456
Firdaus,1953.0,134.0,Drama,,,H. Ahluwalia,Vasant Joglekar,Geeta Bali,Lalita Pawar,7.113999999999999
Firoz Masani,1997.0,134.0,Thriller,,,Kulbhushan Kharbanda,Bharat Thakkar,Rutvij Patel,Unknown,5.784999999999999
Firrkie,1997.0,134.0,Thriller,,,Ankush Bhatt,Jackie Shroff,Neil Nitin Mukesh,Kay Kay Menon,5.167199999999999
First Cry,2014.0,52.0,"Documentary, Family",,,Ajay T.G.,Unknown,Unknown,Unknown,6.688
First Time - Pehli Baar,2009.0,134.0,Unknown,,,Raja Bundela,Zeenat Aman,Nitin Arora,Raj Babbar,5.373783982683982
First Time - Pehli Baar,2009.0,134.0,Unknown,,,Raja Bundela,Zeenat Aman,Nitin Arora,Raj Babbar,5.373783982683982
Fitarat,1986.0,134.0,Drama,,,Azeem Malik,Sudhir Dalvi,Leena Das,Raj Kiran,5.614714285714288
Fiza Mein Tapish,2021.0,125.0,Drama,,,Rahat Khan,Salman Shaikh,Richa Kalra,Mithilesh Chaturvedi,5.21375
Flames of the Snow,2011.0,125.0,Documentary,,,Ashish Srivastav,Unknown,Unknown,Unknown,7.089000000000002
Flat No. 420,2019.0,134.0,Horror,,,Manoj Sharma,Mithun Chakraborty,Brijendra Kala,Manoj Pahwa,5.98473333333333
Flat No. 9,1961.0,134.0,Action,,,Romesh Sharma,Helen,Sayeeda Khan,Ashok Kumar,5.936633333333334
Flatmates,2019.0,134.0,Drama,,,Ajit Devle,Anmol Agrawal,Taniya Chaterjee,Tania Chatterjee,5.303352994227995
Flight from a Paradise,2012.0,134.0,Drama,,,Satish Rai,Satish Rai,Shobhana Sharma,Rajesh Thakur,5.667947619047619
Flight to Assam,1961.0,134.0,Drama,,,Kamal Sharma,Rajan Haksar,Rajan Kapoor,Madan Puri,5.586581385281381
Flying Circus,1965.0,134.0,Action,,,Bela Bose,Kamini Devi,Ranjan Kapoor,Nasreen,5.799666666666666
Flying Horse,1963.0,134.0,Action,,,Samar Roy,Krishna Kumari,Heera Sawant,Amirbai Karnataki,5.889999999999999
Flying Man,1955.0,134.0,Action,,,Master Bhagwan,Rajan Haksar,Helen,Iftekhar,5.868400000000007
Flying Man,1947.0,134.0,Action,,,Nanubhai Vakil,Amirbai Karnataki,Yunus,Rafique,5.943083333333334
Flying Prince,1946.0,134.0,"Action, Sci-Fi",,,Homi Wadia,Fearless Nadia,John Cawas,Sona Chatterjee,5.253457142857139
Flying Ranee,1939.0,134.0,Unknown,,,Aspi Irani,Husn Banu,Unknown,Unknown,3.792400000000001
Flying Ranee,1959.0,134.0,Fantasy,,,Nanubhai Vakil,Nishi,Samar Roy,Unknown,6.575571428571431
Football,2021.0,134.0,Drama,,,Rani Bhan,Azmat Khwaja,Namita Lal,Swaylee Loughnane,5.520940476190479
Footloose: A Story of Belonging,2020.0,93.0,Documentary,,,Gulshan Singh,Unknown,Unknown,Unknown,6.090333333333335
Footpath Ni Rani,1984.0,134.0,Drama,,,Sardar Talukdar,Aruna Irani,Arvind Joshi,Indra Kumar,6.3597345020992115
Footprints in the desert,2013.0,80.0,"Documentary, News",,,Balaka Ghosh,Unknown,Unknown,Unknown,7.084999999999996
For Bindiya Call Jugnu,2017.0,85.0,Drama,,,Arjun Bagga,Amit Sial,Annukampa Harsh,Razak Khan,5.739000000000005
Forgotten Showers,2005.0,87.0,Drama,,,Vinod Kumar,Sadhu Meher,Nethra Raghuraman,Rajpal Yadav,5.1538333333333295
Formula 69,2006.0,100.0,Adventure,,,Nitin Das,Himshwet Gaurav,Hemant Kathuria,Tarun Singhal,4.932999999999996
Forty Plus,2019.0,76.0,Drama,,,Yash Babu,Sajinda Khan,Hansi Parmar,Sukhi Randhawa,5.853
Foser Villy,2017.0,117.0,"Comedy, Drama",,,Vikram Singh Parihar,Unknown,Unknown,Unknown,5.857666666666665
Free Bird,2014.0,146.0,Family,,,Nagaraja Kote,H.G. Dattatreya,Dhruti N,Rajesh Nataranga,4.931000000000006
Free: The Untold Story of Gurudev Sri Sri Ravi Shankar,1997.0,134.0,"Biography, Drama",,,Montoo Bassi,Unknown,Unknown,Unknown,6.010999999999997
Friends Together,1978.0,134.0,Documentary,,,Prakash Jha,Unknown,Unknown,Unknown,6.414599999999999
Fuji-Lama,1952.0,134.0,Unknown,,,Habib,Rajan Haksar,Shanta Kanwar,Manorama,6.995766666666667
Fulena Nights,1997.0,134.0,Drama,,,Amit Jha,Pitobash,Sharat Sonu,Vijay Raj,5.157533333333331
Fun In Goa,2021.0,134.0,Unknown,,,Ashish Kumar Dubey,Gajendra,Unknown,Unknown,6.0236166666666655
Furrr Chidiya Udd,2020.0,134.0,Comedy,,,Manoj Sharma,Rajpal Yadav,Shakti Kapoor,Vrajesh Hirjee,6.73245833333333
Fyaar,2019.0,70.0,Drama,,,Harjit Rick,Mukesh Chandella,Vicky Hans,Surinder Singh Babb Kamboj,5.963999999999999
G: A Dark Tale of Desires,2017.0,120.0,"Crime, Drama, Mystery",,,Rahul Dahiya,Ankur Singh,Unknown,Unknown,6.242099999999997
Gaafil Musafir,1934.0,134.0,Unknown,,,Jagatrai Pesumal Advani,Sardar Akhtar,Unknown,Unknown,5.294
Gaal Gulabi Nain Sharabi,1974.0,134.0,Romance,,,Devi Sharma,Kiran Kumar,Radha Saluja,Paintal,5.832648412698415
Gaali,1944.0,122.0,"Drama, Mystery",,,R.S. Choudhury,Nirmala Devi,Karan Dewan,Manju,6.6019999999999985
Gaalib,2021.0,134.0,Drama,,,Manoj Giri,Nikkhil Pitaley,Deepika Chikhalia,Anil Rastogi,5.6429404761904784
Gabbar Singh,1976.0,134.0,Action,,,S.A. Ashokan,Jaishankar,Shiva Kumar,Unknown,5.654
Gadera,2021.0,125.0,"Drama, History, Thriller",,,Yogesh Vats,Edward Christle,Andrew Johnson,Catarina Morais,4.244166666666666
Gadh: When the Limit is Reached,2009.0,134.0,Action,,,Param Sivan,Satish Rai,Unknown,Unknown,5.220333333333333
Gahan,1997.0,112.0,Thriller,,,Surendran Kaliyaperumal,Ananth,Attu,Aniket Dhamale,4.658999999999999
Gair Mard,2002.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,6.161999999999999
Gaj Gauri,1958.0,134.0,Drama,,,Anand Kumar,Sulochana Latkar,Shahu Modak,Nana Palsikar,6.270533730158727
Gajre,1948.0,134.0,"Drama, Romance",,,R.D. Mathur,Motilal,Suraiya,Geeta Nizami,6.74166666666667
Galat Sambandh,1991.0,134.0,Thriller,,,P.R.S. Babu,Bhavana,Mahesh,Usha,5.390650505050505
Galiyon Ka Gunda,1985.0,134.0,Action,,,Muktha V. Srinivasan,Y.G. Mahendran,Aachi Manorama,Radha,5.654050000000001
Galiyon Ki Rani,1990.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,5.525142857142854
Galti Se Mistakke Ho Gayi,2011.0,102.0,"Comedy, Family",,,Sunil Prem Vyas,Kashish Dutt,Manish Garg,Ankur Khanna,4.974
Gamanam,2021.0,134.0,Drama,,,Sujana Rao,Shriya Saran,Nithya Menen,Priyanka Jawalkar,5.520940476190479
Gambler,1960.0,134.0,Action,,,Dwarka Khosla,Prem Nath,Shakila,Pran,5.7484666666666655
Game Over,2013.0,134.0,Animation,,,Rajiv Chilaka,Unknown,Unknown,Unknown,6.516000000000008
Ganapath,2022.0,134.0,Action,,,Vikas Bahl,Kriti Sanon,Tiger Shroff,Unknown,6.773149999999998
Gandabherunda - A Surfing Entertainer,2022.0,134.0,Sport,,,Inam,Inam,Sanjana Prakash,Unknown,4.800066666666665
Gandhi Ki Zameen Par,2012.0,90.0,"Crime, Drama, Thriller",,,Sunil Prem Vyas,Rajesh Mishra,Pooja Iyengar,Sangeeta Pant,5.113152380952385
Gandhi vs Aazaad,1997.0,134.0,History,,,Megastar Maharishi Aazaad,Megastar Maharishi Aazaad,Rubika Liyaquat,Unknown,5.872999999999996
Ganesh Chaturti,1973.0,134.0,Drama,,,Jamuna,N.T. Rama Rao,Unknown,Unknown,5.515049999999998
Ganga,1974.0,134.0,Drama,,,Jagdev Bhambri,Abhi Bhattacharya,Som Dutt,Sona Mastan Mirza,6.495
Ganga Akhir Ganga Hain,1986.0,134.0,Romance,,,Raja Bagla,Raja Bagla,Urmila Bhatt,C.S. Dubey,5.223408730158732
Ganga Aur Geeta,1979.0,134.0,Action,,,M. Bahl,Anil Dhawan,Rakesh Roshan,Asha Singh,6.3459249999999985
Ganga Bhavani,1979.0,134.0,Adventure,,,T. Prakash Rao,Gummadi,Unknown,Unknown,6.184654545454544
Ganga Dacait,2000.0,134.0,Action,,,Kishan Shah,Sapna Sappu,Amit Pachori,Ishrat Ali,4.437114285714291
Ganga Dham,1980.0,138.0,Action,,,B.S. Thapa,Nameeta Chandra,Arun Govil,Shakti Kapoor,6.0607484126984135
Ganga Jaisan Mai Hamar,2004.0,147.0,Drama,,,Mohanji Prasad,Chandni,Diveyaa Dwivedi,Ravi Kishan,5.115000000000004
Ganga Ka Vachan,1992.0,134.0,Action,,,Gulshan Ashte,Avtar Gill,Gulshan Grover,Irshad Hashmi,5.655831547619045
Ganga Ke God Mein,1978.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,5.872714285714282
Ganga Ke Paar,1985.0,134.0,Drama,,,Shashi Bakshi,Master Bhagwan,Bharat Bhushan,Satish Kaul,6.209107142857143
Ganga Ki Kasam,1975.0,134.0,"Action, Drama",,,Ranga B.S.,Master Bhagwan,Dev Dutt,Som Dutt,6.341374999999998
Ganga Kinare,1986.0,134.0,Drama,,,Asha Lata,Ravindra Mahajani,Namita,Prema Narayan,5.3081809523809556
Ganga Maang Rahi Balidan,1981.0,134.0,Action,,,Radhakant,Abhi Bhattacharya,Heena Kausar,Dev Kumar,5.114833333333337
Ganga Maange Khoon,1997.0,146.0,Action,,,S.R. Pratap,Shagufta Ali,Laxmikant Berde,Ajinkya Deo,5.049999999999997
Ganga Maiya Tohri Mamta Mahan,1998.0,134.0,Drama,,,Kamaal Narvi,Unknown,Unknown,Unknown,5.952866666666668
